Tidsstempel,07/04/2026 23.49.48
"Summary #2

Romanen foregår i et dansk, provinsielt herregårds- og bymiljø i anden halvdel af 1800-tallet med Lønborggaard som omdrejningspunkt, senere især København og ophold i Europa, blandt andet i Clarens ved Genfersøen og i Riva ved Gardasøen. I slægten Blider følger fortællingen især Niels Lyhnes liv fra barndom til død og skildrer en vedvarende konflikt mellem romantiske forestillinger om “storhed” og en mere nøgtern livsholdning samt en tilbagevendende kamp mellem tro og gudsfornægtelse.

Bartholine Blider gifter sig med herremanden Lyhne på Lønborggaard, men ægteskabet præges af hendes længsel og hans voksende jordbundethed. De får sønnen Niels, hvis barndom bliver præget af forældrenes uenigheder og hans eget drømmeri. Sammen med præstens søn Frithiof Petersen opbygger han en fantasiverden. Huslæreren hr. Bigum ansættes, og Lyhnes søster Edele kommer fra København for helbredets skyld. Niels forelsker sig i Edele, men hun afviser både ham og Bigum; hendes sygdom forværres, og hun dør på Lønborggaard. Niels beder om et mirakel uden at få svar, og dødsfaldet bliver et brud med hans barndomstro. Slægtningen Erik Refstrup flytter ind og gør med sin fornuft og hån drengenes fantasiliv umuligt; Niels knytter sig stærkt til ham. I København opdages Eriks talent af billedhuggeren Mikkelsen, og Erik rejser til Akademiet, mens Niels efterlades med en tomhed, han forsøger at bekæmpe gennem disciplin og studier.

Som ung i København indleder Niels et forhold til den ældre Fru Boye, præget af spil, tilbageholdenhed og ensomhed; venskabet med Frithiof går i stykker, mens forbindelsen til Erik består. Han kaldes hjem, men faderen dør før han når frem, og skyldfølelsen følger ham. Moderen bliver siden alvorligt syg, betror ham sin livslange længsel og skuffelse, og de rejser til Clarens, hvor hun dør. Tilbage i København opsøger han Fru Boye, men hun forlover sig og gifter sig; deres sidste møde ender voldsomt. Juleaften møder Niels doktor Hjerrild, der bliver hans nærmeste fortrolige, og deres samtaler kredser om kristendom, ateisme og muligheden for et etisk liv uden Gud.

En sommer i Fjordby forelsker Niels sig i sin kusine Fennimore, men hun gifter sig med Erik. Tre år senere bor de på Marianelund ved Mariagerfjord, hvor Erik klager over kunstnerisk ufrugtbarhed. Niels kommer dertil og ser et ægteskab i opløsning: Erik søger mod drik og spil, Fennimore er desillusioneret. Niels bosætter sig på den anden side af fjorden og ror dagligt over; han og Fennimore indleder et hemmeligt forhold, der gradvist udhules af løgn og skyld. Erik dør i Aalborg efter en løbsk køretur, og i chok vender Fennimore sig mod Niels, fordømmer ham og afviser ham; han rejser i selvforagt, og hun forlader stedet næste morgen.

Niels flakker næsten to år rundt i udlandet. I Riva, isoleret af kolera i egnen, knytter han sig til den berømte operasangerinde Madame Odéro, som er forbudt at synge; deres fortrolighed ender, da hun bryder forbuddet og rejser brat, og Niels vender hjem til Lønborggaard. Omtrent et år driver han gården og finder ro i det fysiske arbejde. Han lærer kancelliråd Skinnerup i Varde at kende og gifter sig med dennes syttenårige datter Gerda; deres ægteskab skildres som enkelt og lykkeligt, men Niels tøver med at dele sine gudsfornægtende synspunkter, indtil hun kræver fuld åbenhed.

Da deres barn rammes af voldsomme kramper, bryder Niels i desperation ud i bøn, selv om han opfatter troen som en drøm; barnet dør, og noget går i stykker i ham. I efteråret vandrer han i bittert tungsind på det nu tomme Lønborggaard. Da kongen dør og krigen truer, melder han sig som frivillig; den hårde militærhverdag opleves som en lettelse, men i marts bliver han skudt i brystet, og kuglen bliver siddende i højre lunge. På lazarettet plejes han af Hjerrild; Niels afviser præst, veksler mellem livslængsel og en følelse af sjælens grundlæggende ensomhed, og dør efter smerter, betændelse og delirium som krigsoffer, mens Hjerrild bliver tilbage med sin egen tanke om værdien af ikke at omvende sig i sidste øjeblik. [Plot]",4
"Summary #2

Romanen foregår i et dansk, provinsielt herregårds- og bymiljø i anden halvdel af 1800-tallet med Lønborggaard som omdrejningspunkt, senere især København og ophold i Europa, blandt andet i Clarens ved Genfersøen og i Riva ved Gardasøen. I slægten Blider følger fortællingen især Niels Lyhnes liv fra barndom til død og skildrer en vedvarende konflikt mellem romantiske forestillinger om “storhed” og en mere nøgtern livsholdning samt en tilbagevendende kamp mellem tro og gudsfornægtelse.

Bartholine Blider gifter sig med herremanden Lyhne på Lønborggaard, men ægteskabet præges af hendes længsel og hans voksende jordbundethed. De får sønnen Niels, hvis barndom bliver præget af forældrenes uenigheder og hans eget drømmeri. Sammen med præstens søn Frithiof Petersen opbygger han en fantasiverden. Huslæreren hr. Bigum ansættes, og Lyhnes søster Edele kommer fra København for helbredets skyld. Niels forelsker sig i Edele, men hun afviser både ham og Bigum; hendes sygdom forværres, og hun dør på Lønborggaard. Niels beder om et mirakel uden at få svar, og dødsfaldet bliver et brud med hans barndomstro. Slægtningen Erik Refstrup flytter ind og gør med sin fornuft og hån drengenes fantasiliv umuligt; Niels knytter sig stærkt til ham. I København opdages Eriks talent af billedhuggeren Mikkelsen, og Erik rejser til Akademiet, mens Niels efterlades med en tomhed, han forsøger at bekæmpe gennem disciplin og studier.

Som ung i København indleder Niels et forhold til den ældre Fru Boye, præget af spil, tilbageholdenhed og ensomhed; venskabet med Frithiof går i stykker, mens forbindelsen til Erik består. Han kaldes hjem, men faderen dør før han når frem, og skyldfølelsen følger ham. Moderen bliver siden alvorligt syg, betror ham sin livslange længsel og skuffelse, og de rejser til Clarens, hvor hun dør. Tilbage i København opsøger han Fru Boye, men hun forlover sig og gifter sig; deres sidste møde ender voldsomt. Juleaften møder Niels doktor Hjerrild, der bliver hans nærmeste fortrolige, og deres samtaler kredser om kristendom, ateisme og muligheden for et etisk liv uden Gud.

En sommer i Fjordby forelsker Niels sig i sin kusine Fennimore, men hun gifter sig med Erik. Tre år senere bor de på Marianelund ved Mariagerfjord, hvor Erik klager over kunstnerisk ufrugtbarhed. Niels kommer dertil og ser et ægteskab i opløsning: Erik søger mod drik og spil, Fennimore er desillusioneret. Niels bosætter sig på den anden side af fjorden og ror dagligt over; han og Fennimore indleder et hemmeligt forhold, der gradvist udhules af løgn og skyld. Erik dør i Aalborg efter en løbsk køretur, og i chok vender Fennimore sig mod Niels, fordømmer ham og afviser ham; han rejser i selvforagt, og hun forlader stedet næste morgen.

Niels flakker næsten to år rundt i udlandet. I Riva, isoleret af kolera i egnen, knytter han sig til den berømte operasangerinde Madame Odéro, som er forbudt at synge; deres fortrolighed ender, da hun bryder forbuddet og rejser brat, og Niels vender hjem til Lønborggaard. Omtrent et år driver han gården og finder ro i det fysiske arbejde. Han lærer kancelliråd Skinnerup i Varde at kende og gifter sig med dennes syttenårige datter Gerda; deres ægteskab skildres som enkelt og lykkeligt, men Niels tøver med at dele sine gudsfornægtende synspunkter, indtil hun kræver fuld åbenhed.

Da deres barn rammes af voldsomme kramper, bryder Niels i desperation ud i bøn, selv om han opfatter troen som en drøm; barnet dør, og noget går i stykker i ham. I efteråret vandrer han i bittert tungsind på det nu tomme Lønborggaard. Da kongen dør og krigen truer, melder han sig som frivillig; den hårde militærhverdag opleves som en lettelse, men i marts bliver han skudt i brystet, og kuglen bliver siddende i højre lunge. På lazarettet plejes han af Hjerrild; Niels afviser præst, veksler mellem livslængsel og en følelse af sjælens grundlæggende ensomhed, og dør efter smerter, betændelse og delirium som krigsoffer, mens Hjerrild bliver tilbage med sin egen tanke om værdien af ikke at omvende sig i sidste øjeblik. [Themes]",4
"Summary #3

Romanen udspiller sig i 1800-tallets provins- og storbymiljøer med centrale lokaliteter som Lønborggaard, Clarens ved Genfersøen, København, Fjordby og Marianelund ved Mariagerfjord. Handlingen følger først Bartholine Lyhnes familie og især sønnen Niels Lyhne samt kunstnervennerne Erik Refstrup og Fennimore. Efter Bartholines sygdom og død vender Niels tilbage fra provinsen til København og indgår i salonlivet omkring Fru Boye; et mytologiserende forelskelsesforhold til Fru Boye ender i brud og efterlader ham ensom og intellektuelt splittet. Diskussioner med Doktor Hjerrild tegner hans intellektuelle baggrund. Tre år senere vender Erik tilbage som ægtemand på Marianelund med sin unge hustru Fennimore; Eriks apati, drikkeri og fravær står i kontrast til hans idérus, og ægteskabet forfalder.

Niels rejser til Marianelund for at støtte Erik, genopbygger et nært forhold til Fennimore, og deres fortrolighed udvikler sig over tid til en hemmelig kærlighed præget af stjålne kærtegn, skyld og daglig fornedrelse. Efter en periode med intens lykke trænger tvivl og skam ind i forholdet. Eriks død i en vognulykke under et ophold i Aalborg fører til Fennimores fortvivlelse, stærke anger og religiøse søgen, mens Niels reagerer med sorg, selvforagt og erkendelse af sin medvirken i forfaldet. Fennimore forlader stedet, og Niels tager på lange udlandsrejser, plaget af tvivl om sit talent og sin livsretning. Ved Gardasøen knytter han midlertidigt venskab med operasangerinden Madame Odéro, hvorefter han vender tilbage til Danmark og slår sig ned på Lønborggaard.

Der indgår han socialt i omegnen, gifter sig med Gerda og får en søn; ægteskabet begynder lykkeligt, men begge dør kort efter af sygdom. Disse tab underminer hans tro på sig selv og idealet om at bære livet i overensstemmelse med en høj sag, og han melder sig som frivillig i krigen. Efter en natlig scene med barnets død, hvor han oplever en religiøs bønhandling som et syndefald fra hans tidligere ateistiske overbevisning, går Niels igennem vedvarende forandring. Såret i krigen rammer ham i lungen; indlagt på lazaret plages han af smerte, isolation og erindringer om Gerda. Han afviser præstens hjælp, bliver delirøs under tiltagende betændelse og dør efter to døgns lidelse. Romanen kredser gennem forløbet om skyld og skam, kærlighedens dobbelte virkninger som både frelse og fordærv, kunstnerisk svaghed og identitetskrise, sorg og søgen efter mening. [Fluency]",4
"Summary #3

Romanen udspiller sig i 1800-tallets provins- og storbymiljøer med centrale lokaliteter som Lønborggaard, Clarens ved Genfersøen, København, Fjordby og Marianelund ved Mariagerfjord. Handlingen følger først Bartholine Lyhnes familie og især sønnen Niels Lyhne samt kunstnervennerne Erik Refstrup og Fennimore. Efter Bartholines sygdom og død vender Niels tilbage fra provinsen til København og indgår i salonlivet omkring Fru Boye; et mytologiserende forelskelsesforhold til Fru Boye ender i brud og efterlader ham ensom og intellektuelt splittet. Diskussioner med Doktor Hjerrild tegner hans intellektuelle baggrund. Tre år senere vender Erik tilbage som ægtemand på Marianelund med sin unge hustru Fennimore; Eriks apati, drikkeri og fravær står i kontrast til hans idérus, og ægteskabet forfalder.

Niels rejser til Marianelund for at støtte Erik, genopbygger et nært forhold til Fennimore, og deres fortrolighed udvikler sig over tid til en hemmelig kærlighed præget af stjålne kærtegn, skyld og daglig fornedrelse. Efter en periode med intens lykke trænger tvivl og skam ind i forholdet. Eriks død i en vognulykke under et ophold i Aalborg fører til Fennimores fortvivlelse, stærke anger og religiøse søgen, mens Niels reagerer med sorg, selvforagt og erkendelse af sin medvirken i forfaldet. Fennimore forlader stedet, og Niels tager på lange udlandsrejser, plaget af tvivl om sit talent og sin livsretning. Ved Gardasøen knytter han midlertidigt venskab med operasangerinden Madame Odéro, hvorefter han vender tilbage til Danmark og slår sig ned på Lønborggaard.

Der indgår han socialt i omegnen, gifter sig med Gerda og får en søn; ægteskabet begynder lykkeligt, men begge dør kort efter af sygdom. Disse tab underminer hans tro på sig selv og idealet om at bære livet i overensstemmelse med en høj sag, og han melder sig som frivillig i krigen. Efter en natlig scene med barnets død, hvor han oplever en religiøs bønhandling som et syndefald fra hans tidligere ateistiske overbevisning, går Niels igennem vedvarende forandring. Såret i krigen rammer ham i lungen; indlagt på lazaret plages han af smerte, isolation og erindringer om Gerda. Han afviser præstens hjælp, bliver delirøs under tiltagende betændelse og dør efter to døgns lidelse. Romanen kredser gennem forløbet om skyld og skam, kærlighedens dobbelte virkninger som både frelse og fordærv, kunstnerisk svaghed og identitetskrise, sorg og søgen efter mening. [Coherence]",4
"Summary #3

Romanen udspiller sig i 1800-tallets provins- og storbymiljøer med centrale lokaliteter som Lønborggaard, Clarens ved Genfersøen, København, Fjordby og Marianelund ved Mariagerfjord. Handlingen følger først Bartholine Lyhnes familie og især sønnen Niels Lyhne samt kunstnervennerne Erik Refstrup og Fennimore. Efter Bartholines sygdom og død vender Niels tilbage fra provinsen til København og indgår i salonlivet omkring Fru Boye; et mytologiserende forelskelsesforhold til Fru Boye ender i brud og efterlader ham ensom og intellektuelt splittet. Diskussioner med Doktor Hjerrild tegner hans intellektuelle baggrund. Tre år senere vender Erik tilbage som ægtemand på Marianelund med sin unge hustru Fennimore; Eriks apati, drikkeri og fravær står i kontrast til hans idérus, og ægteskabet forfalder.

Niels rejser til Marianelund for at støtte Erik, genopbygger et nært forhold til Fennimore, og deres fortrolighed udvikler sig over tid til en hemmelig kærlighed præget af stjålne kærtegn, skyld og daglig fornedrelse. Efter en periode med intens lykke trænger tvivl og skam ind i forholdet. Eriks død i en vognulykke under et ophold i Aalborg fører til Fennimores fortvivlelse, stærke anger og religiøse søgen, mens Niels reagerer med sorg, selvforagt og erkendelse af sin medvirken i forfaldet. Fennimore forlader stedet, og Niels tager på lange udlandsrejser, plaget af tvivl om sit talent og sin livsretning. Ved Gardasøen knytter han midlertidigt venskab med operasangerinden Madame Odéro, hvorefter han vender tilbage til Danmark og slår sig ned på Lønborggaard.

Der indgår han socialt i omegnen, gifter sig med Gerda og får en søn; ægteskabet begynder lykkeligt, men begge dør kort efter af sygdom. Disse tab underminer hans tro på sig selv og idealet om at bære livet i overensstemmelse med en høj sag, og han melder sig som frivillig i krigen. Efter en natlig scene med barnets død, hvor han oplever en religiøs bønhandling som et syndefald fra hans tidligere ateistiske overbevisning, går Niels igennem vedvarende forandring. Såret i krigen rammer ham i lungen; indlagt på lazaret plages han af smerte, isolation og erindringer om Gerda. Han afviser præstens hjælp, bliver delirøs under tiltagende betændelse og dør efter to døgns lidelse. Romanen kredser gennem forløbet om skyld og skam, kærlighedens dobbelte virkninger som både frelse og fordærv, kunstnerisk svaghed og identitetskrise, sorg og søgen efter mening. [Relevance]",4
"Summary #3

Romanen udspiller sig i 1800-tallets provins- og storbymiljøer med centrale lokaliteter som Lønborggaard, Clarens ved Genfersøen, København, Fjordby og Marianelund ved Mariagerfjord. Handlingen følger først Bartholine Lyhnes familie og især sønnen Niels Lyhne samt kunstnervennerne Erik Refstrup og Fennimore. Efter Bartholines sygdom og død vender Niels tilbage fra provinsen til København og indgår i salonlivet omkring Fru Boye; et mytologiserende forelskelsesforhold til Fru Boye ender i brud og efterlader ham ensom og intellektuelt splittet. Diskussioner med Doktor Hjerrild tegner hans intellektuelle baggrund. Tre år senere vender Erik tilbage som ægtemand på Marianelund med sin unge hustru Fennimore; Eriks apati, drikkeri og fravær står i kontrast til hans idérus, og ægteskabet forfalder.

Niels rejser til Marianelund for at støtte Erik, genopbygger et nært forhold til Fennimore, og deres fortrolighed udvikler sig over tid til en hemmelig kærlighed præget af stjålne kærtegn, skyld og daglig fornedrelse. Efter en periode med intens lykke trænger tvivl og skam ind i forholdet. Eriks død i en vognulykke under et ophold i Aalborg fører til Fennimores fortvivlelse, stærke anger og religiøse søgen, mens Niels reagerer med sorg, selvforagt og erkendelse af sin medvirken i forfaldet. Fennimore forlader stedet, og Niels tager på lange udlandsrejser, plaget af tvivl om sit talent og sin livsretning. Ved Gardasøen knytter han midlertidigt venskab med operasangerinden Madame Odéro, hvorefter han vender tilbage til Danmark og slår sig ned på Lønborggaard.

Der indgår han socialt i omegnen, gifter sig med Gerda og får en søn; ægteskabet begynder lykkeligt, men begge dør kort efter af sygdom. Disse tab underminer hans tro på sig selv og idealet om at bære livet i overensstemmelse med en høj sag, og han melder sig som frivillig i krigen. Efter en natlig scene med barnets død, hvor han oplever en religiøs bønhandling som et syndefald fra hans tidligere ateistiske overbevisning, går Niels igennem vedvarende forandring. Såret i krigen rammer ham i lungen; indlagt på lazaret plages han af smerte, isolation og erindringer om Gerda. Han afviser præstens hjælp, bliver delirøs under tiltagende betændelse og dør efter to døgns lidelse. Romanen kredser gennem forløbet om skyld og skam, kærlighedens dobbelte virkninger som både frelse og fordærv, kunstnerisk svaghed og identitetskrise, sorg og søgen efter mening. [Factuality]",4
"Summary #3

Romanen udspiller sig i 1800-tallets provins- og storbymiljøer med centrale lokaliteter som Lønborggaard, Clarens ved Genfersøen, København, Fjordby og Marianelund ved Mariagerfjord. Handlingen følger først Bartholine Lyhnes familie og især sønnen Niels Lyhne samt kunstnervennerne Erik Refstrup og Fennimore. Efter Bartholines sygdom og død vender Niels tilbage fra provinsen til København og indgår i salonlivet omkring Fru Boye; et mytologiserende forelskelsesforhold til Fru Boye ender i brud og efterlader ham ensom og intellektuelt splittet. Diskussioner med Doktor Hjerrild tegner hans intellektuelle baggrund. Tre år senere vender Erik tilbage som ægtemand på Marianelund med sin unge hustru Fennimore; Eriks apati, drikkeri og fravær står i kontrast til hans idérus, og ægteskabet forfalder.

Niels rejser til Marianelund for at støtte Erik, genopbygger et nært forhold til Fennimore, og deres fortrolighed udvikler sig over tid til en hemmelig kærlighed præget af stjålne kærtegn, skyld og daglig fornedrelse. Efter en periode med intens lykke trænger tvivl og skam ind i forholdet. Eriks død i en vognulykke under et ophold i Aalborg fører til Fennimores fortvivlelse, stærke anger og religiøse søgen, mens Niels reagerer med sorg, selvforagt og erkendelse af sin medvirken i forfaldet. Fennimore forlader stedet, og Niels tager på lange udlandsrejser, plaget af tvivl om sit talent og sin livsretning. Ved Gardasøen knytter han midlertidigt venskab med operasangerinden Madame Odéro, hvorefter han vender tilbage til Danmark og slår sig ned på Lønborggaard.

Der indgår han socialt i omegnen, gifter sig med Gerda og får en søn; ægteskabet begynder lykkeligt, men begge dør kort efter af sygdom. Disse tab underminer hans tro på sig selv og idealet om at bære livet i overensstemmelse med en høj sag, og han melder sig som frivillig i krigen. Efter en natlig scene med barnets død, hvor han oplever en religiøs bønhandling som et syndefald fra hans tidligere ateistiske overbevisning, går Niels igennem vedvarende forandring. Såret i krigen rammer ham i lungen; indlagt på lazaret plages han af smerte, isolation og erindringer om Gerda. Han afviser præstens hjælp, bliver delirøs under tiltagende betændelse og dør efter to døgns lidelse. Romanen kredser gennem forløbet om skyld og skam, kærlighedens dobbelte virkninger som både frelse og fordærv, kunstnerisk svaghed og identitetskrise, sorg og søgen efter mening. [Time]",4
"Summary #3

Romanen udspiller sig i 1800-tallets provins- og storbymiljøer med centrale lokaliteter som Lønborggaard, Clarens ved Genfersøen, København, Fjordby og Marianelund ved Mariagerfjord. Handlingen følger først Bartholine Lyhnes familie og især sønnen Niels Lyhne samt kunstnervennerne Erik Refstrup og Fennimore. Efter Bartholines sygdom og død vender Niels tilbage fra provinsen til København og indgår i salonlivet omkring Fru Boye; et mytologiserende forelskelsesforhold til Fru Boye ender i brud og efterlader ham ensom og intellektuelt splittet. Diskussioner med Doktor Hjerrild tegner hans intellektuelle baggrund. Tre år senere vender Erik tilbage som ægtemand på Marianelund med sin unge hustru Fennimore; Eriks apati, drikkeri og fravær står i kontrast til hans idérus, og ægteskabet forfalder.

Niels rejser til Marianelund for at støtte Erik, genopbygger et nært forhold til Fennimore, og deres fortrolighed udvikler sig over tid til en hemmelig kærlighed præget af stjålne kærtegn, skyld og daglig fornedrelse. Efter en periode med intens lykke trænger tvivl og skam ind i forholdet. Eriks død i en vognulykke under et ophold i Aalborg fører til Fennimores fortvivlelse, stærke anger og religiøse søgen, mens Niels reagerer med sorg, selvforagt og erkendelse af sin medvirken i forfaldet. Fennimore forlader stedet, og Niels tager på lange udlandsrejser, plaget af tvivl om sit talent og sin livsretning. Ved Gardasøen knytter han midlertidigt venskab med operasangerinden Madame Odéro, hvorefter han vender tilbage til Danmark og slår sig ned på Lønborggaard.

Der indgår han socialt i omegnen, gifter sig med Gerda og får en søn; ægteskabet begynder lykkeligt, men begge dør kort efter af sygdom. Disse tab underminer hans tro på sig selv og idealet om at bære livet i overensstemmelse med en høj sag, og han melder sig som frivillig i krigen. Efter en natlig scene med barnets død, hvor han oplever en religiøs bønhandling som et syndefald fra hans tidligere ateistiske overbevisning, går Niels igennem vedvarende forandring. Såret i krigen rammer ham i lungen; indlagt på lazaret plages han af smerte, isolation og erindringer om Gerda. Han afviser præstens hjælp, bliver delirøs under tiltagende betændelse og dør efter to døgns lidelse. Romanen kredser gennem forløbet om skyld og skam, kærlighedens dobbelte virkninger som både frelse og fordærv, kunstnerisk svaghed og identitetskrise, sorg og søgen efter mening. [Place]",4
"Summary #3

Romanen udspiller sig i 1800-tallets provins- og storbymiljøer med centrale lokaliteter som Lønborggaard, Clarens ved Genfersøen, København, Fjordby og Marianelund ved Mariagerfjord. Handlingen følger først Bartholine Lyhnes familie og især sønnen Niels Lyhne samt kunstnervennerne Erik Refstrup og Fennimore. Efter Bartholines sygdom og død vender Niels tilbage fra provinsen til København og indgår i salonlivet omkring Fru Boye; et mytologiserende forelskelsesforhold til Fru Boye ender i brud og efterlader ham ensom og intellektuelt splittet. Diskussioner med Doktor Hjerrild tegner hans intellektuelle baggrund. Tre år senere vender Erik tilbage som ægtemand på Marianelund med sin unge hustru Fennimore; Eriks apati, drikkeri og fravær står i kontrast til hans idérus, og ægteskabet forfalder.

Niels rejser til Marianelund for at støtte Erik, genopbygger et nært forhold til Fennimore, og deres fortrolighed udvikler sig over tid til en hemmelig kærlighed præget af stjålne kærtegn, skyld og daglig fornedrelse. Efter en periode med intens lykke trænger tvivl og skam ind i forholdet. Eriks død i en vognulykke under et ophold i Aalborg fører til Fennimores fortvivlelse, stærke anger og religiøse søgen, mens Niels reagerer med sorg, selvforagt og erkendelse af sin medvirken i forfaldet. Fennimore forlader stedet, og Niels tager på lange udlandsrejser, plaget af tvivl om sit talent og sin livsretning. Ved Gardasøen knytter han midlertidigt venskab med operasangerinden Madame Odéro, hvorefter han vender tilbage til Danmark og slår sig ned på Lønborggaard.

Der indgår han socialt i omegnen, gifter sig med Gerda og får en søn; ægteskabet begynder lykkeligt, men begge dør kort efter af sygdom. Disse tab underminer hans tro på sig selv og idealet om at bære livet i overensstemmelse med en høj sag, og han melder sig som frivillig i krigen. Efter en natlig scene med barnets død, hvor han oplever en religiøs bønhandling som et syndefald fra hans tidligere ateistiske overbevisning, går Niels igennem vedvarende forandring. Såret i krigen rammer ham i lungen; indlagt på lazaret plages han af smerte, isolation og erindringer om Gerda. Han afviser præstens hjælp, bliver delirøs under tiltagende betændelse og dør efter to døgns lidelse. Romanen kredser gennem forløbet om skyld og skam, kærlighedens dobbelte virkninger som både frelse og fordærv, kunstnerisk svaghed og identitetskrise, sorg og søgen efter mening. [Characters]",4
"Summary #3

Romanen udspiller sig i 1800-tallets provins- og storbymiljøer med centrale lokaliteter som Lønborggaard, Clarens ved Genfersøen, København, Fjordby og Marianelund ved Mariagerfjord. Handlingen følger først Bartholine Lyhnes familie og især sønnen Niels Lyhne samt kunstnervennerne Erik Refstrup og Fennimore. Efter Bartholines sygdom og død vender Niels tilbage fra provinsen til København og indgår i salonlivet omkring Fru Boye; et mytologiserende forelskelsesforhold til Fru Boye ender i brud og efterlader ham ensom og intellektuelt splittet. Diskussioner med Doktor Hjerrild tegner hans intellektuelle baggrund. Tre år senere vender Erik tilbage som ægtemand på Marianelund med sin unge hustru Fennimore; Eriks apati, drikkeri og fravær står i kontrast til hans idérus, og ægteskabet forfalder.

Niels rejser til Marianelund for at støtte Erik, genopbygger et nært forhold til Fennimore, og deres fortrolighed udvikler sig over tid til en hemmelig kærlighed præget af stjålne kærtegn, skyld og daglig fornedrelse. Efter en periode med intens lykke trænger tvivl og skam ind i forholdet. Eriks død i en vognulykke under et ophold i Aalborg fører til Fennimores fortvivlelse, stærke anger og religiøse søgen, mens Niels reagerer med sorg, selvforagt og erkendelse af sin medvirken i forfaldet. Fennimore forlader stedet, og Niels tager på lange udlandsrejser, plaget af tvivl om sit talent og sin livsretning. Ved Gardasøen knytter han midlertidigt venskab med operasangerinden Madame Odéro, hvorefter han vender tilbage til Danmark og slår sig ned på Lønborggaard.

Der indgår han socialt i omegnen, gifter sig med Gerda og får en søn; ægteskabet begynder lykkeligt, men begge dør kort efter af sygdom. Disse tab underminer hans tro på sig selv og idealet om at bære livet i overensstemmelse med en høj sag, og han melder sig som frivillig i krigen. Efter en natlig scene med barnets død, hvor han oplever en religiøs bønhandling som et syndefald fra hans tidligere ateistiske overbevisning, går Niels igennem vedvarende forandring. Såret i krigen rammer ham i lungen; indlagt på lazaret plages han af smerte, isolation og erindringer om Gerda. Han afviser præstens hjælp, bliver delirøs under tiltagende betændelse og dør efter to døgns lidelse. Romanen kredser gennem forløbet om skyld og skam, kærlighedens dobbelte virkninger som både frelse og fordærv, kunstnerisk svaghed og identitetskrise, sorg og søgen efter mening. [Plot]",4
"Summary #3

Romanen udspiller sig i 1800-tallets provins- og storbymiljøer med centrale lokaliteter som Lønborggaard, Clarens ved Genfersøen, København, Fjordby og Marianelund ved Mariagerfjord. Handlingen følger først Bartholine Lyhnes familie og især sønnen Niels Lyhne samt kunstnervennerne Erik Refstrup og Fennimore. Efter Bartholines sygdom og død vender Niels tilbage fra provinsen til København og indgår i salonlivet omkring Fru Boye; et mytologiserende forelskelsesforhold til Fru Boye ender i brud og efterlader ham ensom og intellektuelt splittet. Diskussioner med Doktor Hjerrild tegner hans intellektuelle baggrund. Tre år senere vender Erik tilbage som ægtemand på Marianelund med sin unge hustru Fennimore; Eriks apati, drikkeri og fravær står i kontrast til hans idérus, og ægteskabet forfalder.

Niels rejser til Marianelund for at støtte Erik, genopbygger et nært forhold til Fennimore, og deres fortrolighed udvikler sig over tid til en hemmelig kærlighed præget af stjålne kærtegn, skyld og daglig fornedrelse. Efter en periode med intens lykke trænger tvivl og skam ind i forholdet. Eriks død i en vognulykke under et ophold i Aalborg fører til Fennimores fortvivlelse, stærke anger og religiøse søgen, mens Niels reagerer med sorg, selvforagt og erkendelse af sin medvirken i forfaldet. Fennimore forlader stedet, og Niels tager på lange udlandsrejser, plaget af tvivl om sit talent og sin livsretning. Ved Gardasøen knytter han midlertidigt venskab med operasangerinden Madame Odéro, hvorefter han vender tilbage til Danmark og slår sig ned på Lønborggaard.

Der indgår han socialt i omegnen, gifter sig med Gerda og får en søn; ægteskabet begynder lykkeligt, men begge dør kort efter af sygdom. Disse tab underminer hans tro på sig selv og idealet om at bære livet i overensstemmelse med en høj sag, og han melder sig som frivillig i krigen. Efter en natlig scene med barnets død, hvor han oplever en religiøs bønhandling som et syndefald fra hans tidligere ateistiske overbevisning, går Niels igennem vedvarende forandring. Såret i krigen rammer ham i lungen; indlagt på lazaret plages han af smerte, isolation og erindringer om Gerda. Han afviser præstens hjælp, bliver delirøs under tiltagende betændelse og dør efter to døgns lidelse. Romanen kredser gennem forløbet om skyld og skam, kærlighedens dobbelte virkninger som både frelse og fordærv, kunstnerisk svaghed og identitetskrise, sorg og søgen efter mening. [Themes]",3
novel_id,Tine
